go_to_sleep%2:29:01::	200017858-v
retire%2:29:00::	200017858-v
get_up%2:29:00::	200018151-v
turn_out%2:29:00::	200018151-v
arise%2:29:00::	200018151-v
uprise%2:29:00::	200018151-v
rise%2:29:08::	200018151-v
get_up%2:29:01::	200018398-v
wake_up%2:29:00::	200018519-v
awake%2:29:00::	200018519-v
arouse%2:29:05::	200018519-v
awaken%2:29:01::	200018519-v
wake%2:29:01::	200018519-v
come_alive%2:29:00::	200018519-v
waken%2:29:00::	200018519-v
awaken%2:29:00::	200018806-v
wake%2:29:02::	200018806-v
waken%2:29:01::	200018806-v
rouse%2:29:02::	200018806-v
wake_up%2:29:01::	200018806-v
arouse%2:29:01::	200018806-v
reawaken%2:29:00::	200019175-v
cause_to_sleep%2:29:00::	200019266-v
affect%2:29:00::	200019441-v
attack%2:29:00::	200019785-v
ulcerate%2:29:00::	200019975-v
wake%2:29:00::	200020126-v
stay_up%2:29:00::	200020252-v
sit_up%2:29:00::	200020252-v
keep_up%2:29:00::	200020442-v
hypnotize%2:29:00::	200020664-v
hypnotise%2:29:00::	200020664-v
mesmerize%2:29:00::	200020664-v
mesmerise%2:29:00::	200020664-v
entrance%2:29:00::	200020919-v
spellbind%2:29:00::	200020919-v
anesthetize%2:29:00::	200021058-v
anaesthetize%2:29:00::	200021058-v
anesthetise%2:29:00::	200021058-v
anaesthetise%2:29:00::	200021058-v
put_under%2:29:00::	200021058-v
put_out%2:29:00::	200021058-v
etherize%2:29:00::	200021547-v
etherise%2:29:00::	200021547-v
cocainize%2:29:00::	200021672-v
cocainise%2:29:00::	200021672-v
chloroform%2:29:00::	200021819-v
freeze%2:29:01::	200021990-v
bring_to%2:29:00::	200022092-v
bring_back%2:29:00::	200022092-v
bring_round%2:29:00::	200022092-v
bring_around%2:29:00::	200022092-v
sedate%2:29:00::	200022309-v
calm%2:29:00::	200022309-v
tranquilize%2:29:00::	200022309-v
tranquillize%2:29:00::	200022309-v
tranquillise%2:29:00::	200022309-v
stimulate%2:29:00::	200022679-v
arouse%2:29:00::	200022679-v
brace%2:29:00::	200022679-v
energize%2:29:00::	200022679-v
energise%2:29:00::	200022679-v
perk_up%2:29:01::	200022679-v
de-energize%2:29:00::	200023237-v
de-energise%2:29:00::	200023237-v
cathect%2:29:00::	200023373-v
perk_up%2:29:00::	200023466-v
perk%2:29:00::	200023466-v
percolate%2:29:00::	200023466-v
pick_up%2:29:00::	200023466-v
gain_vigor%2:29:00::	200023466-v
faint%2:29:00::	200023639-v
conk%2:29:00::	200023639-v
swoon%2:29:00::	200023639-v
pass_out%2:29:00::	200023639-v
zonk_out%2:29:01::	200023861-v
pass_out%2:29:01::	200023861-v
black_out%2:29:00::	200023861-v
come_to%2:29:00::	200024040-v
revive%2:29:02::	200024040-v
resuscitate%2:29:01::	200024040-v
animate%2:29:00::	200024272-v
recreate%2:29:02::	200024272-v
reanimate%2:29:00::	200024272-v
revive%2:29:00::	200024272-v
renovate%2:29:00::	200024272-v
repair%2:29:03::	200024272-v
quicken%2:29:00::	200024272-v
vivify%2:29:00::	200024272-v
revivify%2:29:00::	200024272-v
refresh%2:29:00::	200024642-v
freshen%2:29:00::	200024642-v
refreshen%2:29:01::	200024642-v
freshen%2:29:02::	200024807-v
refresh%2:29:02::	200024807-v
refreshen%2:29:00::	200024807-v
freshen_up%2:29:02::	200024807-v
wash_up%2:29:00::	200025027-v
lave%2:29:02::	200025027-v
tense%2:29:00::	200025196-v
strain%2:29:00::	200025196-v
tense_up%2:29:00::	200025196-v
crick%2:29:00::	200025503-v
relax%2:29:01::	200025647-v
unstrain%2:29:00::	200025647-v
unlax%2:29:01::	200025647-v
loosen_up%2:29:01::	200025647-v
unwind%2:29:01::	200025647-v
make_relaxed%2:29:00::	200025647-v
unbend%2:29:00::	200025978-v
tense%2:29:01::	200026146-v
tense_up%2:29:01::	200026146-v
relax%2:29:00::	200026378-v
loosen_up%2:29:00::	200026378-v
unbend%2:29:01::	200026378-v
unwind%2:29:00::	200026378-v
decompress%2:29:00::	200026378-v
slow_down%2:29:00::	200026378-v
vege_out%2:29:00::	200026727-v
vegetate%2:29:00::	200026727-v
sit_back%2:29:00::	200026934-v
take_it_easy%2:29:00::	200026934-v
limber_up%2:29:00::	200027057-v
warm_up%2:29:00::	200027057-v
loosen_up%2:29:03::	200027057-v
stretch%2:29:01::	200027261-v
extend%2:29:00::	200027261-v
spread-eagle%2:29:00::	200027563-v
exsert%2:29:00::	200027698-v
stretch_out%2:29:01::	200027698-v
put_out%2:29:01::	200027698-v
extend%2:29:01::	200027698-v
hold_out%2:29:00::	200027698-v
stretch_forth%2:29:00::	200027698-v
hyperextend%2:29:00::	200028003-v
crane%2:29:00::	200028160-v
stretch_out%2:29:00::	200028160-v
invigorate%2:29:00::	200028355-v
reinvigorate%2:29:00::	200028355-v
smile%2:29:00::	200028558-v
dimple%2:29:00::	200028869-v
grin%2:29:00::	200029018-v
beam%2:29:00::	200029207-v
smirk%2:29:00::	200029329-v
simper%2:29:00::	200029329-v
fleer%2:29:00::	200029511-v
bray%2:29:00::	200029623-v
bellylaugh%2:29:00::	200029735-v
roar%2:29:00::	200029829-v
howl%2:29:00::	200029829-v
snicker%2:29:00::	200030003-v
snigger%2:29:00::	200030003-v
giggle%2:29:00::	200030135-v
titter%2:29:00::	200030135-v
break_up%2:29:00::	200030359-v
crack_up%2:29:00::	200030359-v
break%2:29:10::	200030456-v
break_down%2:29:00::	200030640-v
collapse%2:29:00::	200030640-v
drop_like_flies%2:29:00::	200030846-v
cramp%2:29:00::	200031061-v
cramp%2:29:01::	200031174-v
fall_over%2:29:00::	200031270-v
go_over%2:29:00::	200031270-v
cackle%2:29:00::	200031411-v
guffaw%2:29:00::	200031533-v
laugh_loudly%2:29:01::	200031533-v
chuckle%2:29:00::	200031656-v
chortle%2:29:00::	200031656-v
laugh_softly%2:29:00::	200031656-v
laugh%2:29:00::	200031813-v
express_joy%2:29:00::	200031813-v
express_mirth%2:29:00::	200031813-v
convulse%2:29:00::	200032290-v
cachinnate%2:29:00::	200032407-v
sneer%2:29:00::	200032532-v
sneer%2:29:01::	200032771-v
frown%2:29:00::	200032974-v
glower%2:29:00::	200032974-v
lour%2:29:00::	200032974-v
lower%2:29:00::	200032974-v
glower%2:29:01::	200033196-v
glare%2:29:00::	200033196-v
stare%2:29:00::	200033399-v
look%2:29:00::	200033592-v
scowl%2:29:00::	200033845-v
shrug%2:29:00::	200033948-v
clap%2:29:00::	200034108-v
spat%2:29:00::	200034108-v
grimace%2:29:00::	200034281-v
make_a_face%2:29:00::	200034281-v
pull_a_face%2:29:00::	200034281-v
screw_up%2:29:00::	200034627-v
pout%2:29:00::	200034751-v
mop%2:29:00::	200034751-v
mow%2:29:00::	200034751-v
blow%2:29:01::	200034941-v
clear_the_throat%2:29:00::	200035082-v
hawk%2:29:01::	200035082-v
shower%2:29:00::	200035252-v
foment%2:29:00::	200035441-v
bathe%2:29:00::	200035596-v
cleanse%2:29:00::	200035769-v
clean%2:29:00::	200035769-v
wash%2:29:02::	200036171-v
wash%2:29:00::	200036355-v
lave%2:29:00::	200036355-v
sponge_down%2:29:00::	200036678-v
scrub%2:29:00::	200036773-v
scrub_up%2:29:00::	200036773-v
soap%2:29:00::	200036925-v
lather%2:29:00::	200036925-v
gargle%2:29:00::	200037131-v
rinse%2:29:00::	200037131-v
shave%2:29:00::	200037291-v
epilate%2:29:00::	200037507-v
depilate%2:29:00::	200037507-v
razor%2:29:00::	200037673-v
tonsure%2:29:00::	200037772-v
bathe%2:29:01::	200035596-v
bath%2:29:00::	200035596-v
douche%2:29:00::	200037912-v
comb%2:29:00::	200038078-v
comb_out%2:29:00::	200038078-v
disentangle%2:29:00::	200038078-v
slick%2:29:00::	200038400-v
slick_down%2:29:00::	200038400-v
sleek_down%2:29:00::	200038400-v
dress%2:29:04::	200038562-v
arrange%2:29:00::	200038562-v
set%2:29:05::	200038562-v
do%2:29:04::	200038562-v
coif%2:29:00::	200038562-v
coiffe%2:29:00::	200038562-v
coiffure%2:29:00::	200038562-v
bob%2:29:00::	200038834-v
pompadour%2:29:00::	200038980-v
marcel%2:29:00::	200039098-v
wave%2:29:00::	200039201-v
gauffer%2:29:00::	200039393-v
goffer%2:29:00::	200039393-v
perm%2:29:00::	200039537-v
mousse%2:29:00::	200039663-v
gel%2:29:00::	200039663-v
pomade%2:29:00::	200039815-v
tease%2:29:00::	200039919-v
fluff%2:29:00::	200039919-v
groom%2:29:00::	200040084-v
neaten%2:29:00::	200040084-v
clean_up%2:29:00::	200040497-v
make_up%2:29:00::	200040659-v
highlight%2:29:00::	200040937-v
lipstick%2:29:00::	200041148-v
rouge%2:29:00::	200041285-v
condition%2:29:00::	200041418-v
floss%2:29:00::	200041597-v
shampoo%2:29:00::	200041748-v
powder%2:29:00::	200041904-v
talc%2:29:00::	200042095-v
manicure%2:29:00::	200042210-v
manicure%2:29:01::	200042372-v
barber%2:29:00::	200042523-v
pedicure%2:29:00::	200042667-v
doll_up%2:29:00::	200042809-v
do_up%2:29:00::	200042809-v
pretty_up%2:29:00::	200042809-v
glam_up%2:29:00::	200042809-v
spruce_up%2:29:00::	200043009-v
spruce%2:29:00::	200043009-v
slick_up%2:29:00::	200043009-v
smarten_up%2:29:00::	200043009-v
perfume%2:29:00::	200043211-v
scent%2:29:00::	200043211-v
preen%2:29:00::	200043414-v
primp%2:29:00::	200043414-v
plume%2:29:00::	200043414-v
dress%2:29:05::	200043414-v
prank%2:29:00::	200043643-v
tart_up%2:29:00::	200043768-v
overdress%2:29:00::	200043880-v
dress_up%2:29:00::	200043880-v
fig_out%2:29:00::	200043880-v
fig_up%2:29:00::	200043880-v
deck_up%2:29:00::	200043880-v
gussy_up%2:29:00::	200043880-v
fancy_up%2:29:00::	200043880-v
trick_up%2:29:00::	200043880-v
deck_out%2:29:00::	200043880-v
trick_out%2:29:00::	200043880-v
prink%2:29:00::	200043880-v
attire%2:29:00::	200043880-v
get_up%2:29:02::	200043880-v
rig_out%2:29:00::	200043880-v
tog_up%2:29:00::	200043880-v
tog_out%2:29:00::	200043880-v
dress%2:29:07::	200044528-v
dress_up%2:29:06::	200044528-v
enrobe%2:29:00::	200044795-v
prim%2:29:00::	200044876-v
prim_up%2:29:00::	200044876-v
prim_out%2:29:00::	200044876-v
bedizen%2:29:00::	200044971-v
dizen%2:29:00::	200044971-v
dress_down%2:29:00::	200045077-v
underdress%2:29:00::	200045077-v
prink%2:29:01::	200045263-v
dress%2:29:06::	200045370-v
groom%2:29:03::	200045370-v
curry%2:29:00::	200045370-v
reduce%2:29:00::	200045548-v
melt_off%2:29:00::	200045548-v
lose_weight%2:29:00::	200045548-v
slim%2:29:00::	200045548-v
slenderize%2:29:00::	200045548-v
thin%2:29:00::	200045548-v
slim_down%2:29:00::	200045548-v
sweat_off%2:29:00::	200045739-v
gain%2:29:00::	200045868-v
put_on%2:29:03::	200045868-v
round%2:29:00::	200046099-v
flesh_out%2:29:00::	200046099-v
fill_out%2:29:00::	200046099-v
dress%2:29:00::	200046251-v
get_dressed%2:29:00::	200046251-v
bundle_up%2:29:00::	200046749-v
hat%2:29:00::	200046889-v
try_on%2:29:00::	200047034-v
try%2:29:00::	200047034-v
bonnet%2:29:00::	200047228-v
wear%2:29:02::	200047327-v
wear%2:29:04::	200047462-v
bear%2:29:02::	200047462-v
dress%2:29:01::	200047662-v
clothe%2:29:00::	200047662-v
enclothe%2:29:00::	200047662-v
garb%2:29:00::	200047662-v
raiment%2:29:00::	200047662-v
tog%2:29:00::	200047662-v
garment%2:29:00::	200047662-v
habilitate%2:29:00::	200047662-v
fit_out%2:29:00::	200047662-v
apparel%2:29:00::	200047662-v
cover%2:29:15::	200048350-v
wrap_up%2:29:00::	200048350-v
jacket%2:29:00::	200048507-v
frock%2:29:00::	200048629-v
shirt%2:29:00::	200048724-v
habit%2:29:00::	200048819-v
vesture%2:29:00::	200048914-v
overdress%2:29:01::	200049026-v
overclothe%2:29:00::	200049026-v
underdress%2:29:01::	200049200-v
corset%2:29:00::	200049386-v
shoe%2:29:00::	200049487-v
undress%2:29:00::	200049617-v
discase%2:29:00::	200049617-v
uncase%2:29:00::	200049617-v
unclothe%2:29:00::	200049617-v
strip%2:29:01::	200049617-v
strip_down%2:29:00::	200049617-v
disrobe%2:29:01::	200049617-v
peel%2:29:02::	200049617-v
peel_off%2:29:01::	200050032-v
take_off%2:29:03::	200050171-v
wear%2:29:01::	200050369-v
put_on%2:29:00::	200050369-v
get_into%2:29:00::	200050369-v
don%2:29:00::	200050369-v
assume%2:29:00::	200050369-v
scarf%2:29:00::	200050777-v
slip_on%2:29:00::	200050887-v
slip_off%2:29:00::	200051087-v
coat%2:29:00::	200051228-v
cross-dress%2:29:00::	200051354-v
costume%2:29:00::	200051478-v
dress_up%2:29:04::	200051478-v
dandify%2:29:00::	200051659-v
vest%2:29:00::	200051760-v
robe%2:29:00::	200051760-v
vest%2:29:01::	200051970-v
wear%2:29:00::	200052091-v
have_on%2:29:00::	200052091-v
inseminate%2:29:00::	200052265-v
fecundate%2:29:00::	200052265-v
fertilize%2:29:00::	200052265-v
fertilise%2:29:00::	200052265-v
stratify%2:29:00::	200052562-v
quicken%2:29:02::	200052752-v
impregnate%2:29:00::	200052876-v
knock_up%2:29:00::	200052876-v
bang_up%2:29:00::	200052876-v
prang_up%2:29:00::	200052876-v
impregnate%2:29:01::	200053058-v
inoculate%2:29:04::	200053234-v
cross-fertilize%2:29:00::	200053373-v
cross-fertilise%2:29:00::	200053373-v
cross-fertilize%2:29:01::	200053606-v
cross-fertilise%2:29:01::	200053606-v
pollinate%2:29:00::	200053776-v
pollenate%2:29:00::	200053776-v
cross-pollinate%2:29:00::	200053776-v
conceive%2:29:00::	200054002-v
nick%2:29:00::	200054252-v
beget%2:29:00::	200054345-v
get%2:29:08::	200054345-v
engender%2:29:00::	200054345-v
father%2:29:00::	200054345-v
mother%2:29:00::	200054345-v
sire%2:29:00::	200054345-v
generate%2:29:00::	200054345-v
bring_forth%2:29:00::	200054345-v
ejaculate%2:29:00::	200054724-v
reproduce%2:29:00::	200054856-v
procreate%2:29:00::	200054856-v
multiply%2:29:01::	200054856-v
propagate%2:29:00::	200055281-v
vegetate%2:29:01::	200055451-v
propagate%2:29:01::	200055613-v
inoculate%2:29:02::	200055835-v
fructify%2:29:00::	200055930-v
set%2:29:06::	200055930-v
breed%2:29:00::	200056076-v
multiply%2:29:00::	200056076-v
pullulate%2:29:00::	200056303-v
spawn%2:29:00::	200056397-v
spat%2:29:01::	200056543-v
give_birth%2:29:00::	200056644-v
deliver%2:29:01::	200056644-v
bear%2:29:01::	200056644-v
birth%2:29:00::	200056644-v
have%2:29:00::	200056644-v
lie_in%2:29:00::	200057124-v
labor%2:29:00::	200057220-v
labour%2:29:00::	200057220-v
twin%2:29:00::	200057379-v
drop%2:29:00::	200057478-v
foal%2:29:00::	200057609-v
cub%2:29:00::	200057728-v
kitten%2:29:00::	200057849-v
lamb%2:29:00::	200057988-v
litter%2:29:00::	200058124-v
whelp%2:29:00::	200058239-v
pup%2:29:00::	200058239-v
farrow%2:29:00::	200058386-v
pig%2:29:00::	200058386-v
fawn%2:29:00::	200058548-v
calve%2:29:00::	200058651-v
have_young%2:29:00::	200058651-v
have_a_bun_in_the_oven%2:29:00::	200058790-v
bear%2:29:00::	200058790-v
carry%2:29:00::	200058790-v
gestate%2:29:00::	200058790-v
expect%2:29:00::	200058790-v
expect%2:29:02::	200059147-v
carry_to_term%2:29:00::	200059330-v
miscarry%2:29:00::	200059540-v
abort%2:29:00::	200059670-v
abort%2:29:01::	200059834-v
brood%2:29:00::	200059956-v
hatch%2:29:00::	200059956-v
cover%2:29:02::	200059956-v
incubate%2:29:00::	200059956-v
alter%2:29:00::	200060248-v
neuter%2:29:00::	200060248-v
spay%2:29:00::	200060248-v
castrate%2:29:02::	200060248-v
defeminize%2:29:00::	200060472-v
defeminise%2:29:00::	200060472-v
emasculate%2:29:00::	200060604-v
castrate%2:29:00::	200060604-v
demasculinize%2:29:00::	200060604-v
demasculinise%2:29:00::	200060604-v
caponize%2:29:00::	200060850-v
caponise%2:29:00::	200060850-v
geld%2:29:00::	200060990-v
cut%2:29:00::	200060990-v
vasectomize%2:29:00::	200061172-v
vasectomise%2:29:00::	200061172-v
sterilize%2:29:00::	200061366-v
sterilise%2:29:00::	200061366-v
desex%2:29:00::	200061366-v
unsex%2:29:00::	200061366-v
desexualize%2:29:00::	200061366-v
desexualise%2:29:00::	200061366-v
fix%2:29:00::	200061366-v
face-lift%2:29:00::	200061704-v
lift%2:29:00::	200061704-v
trephine%2:29:00::	200061838-v
menstruate%2:29:00::	200061974-v
flow%2:29:00::	200061974-v
ovulate%2:29:00::	200062168-v
sterilize%2:29:01::	200062353-v
sterilise%2:29:01::	200062353-v
antisepticize%2:29:00::	200062545-v
autoclave%2:29:00::	200062744-v
hatch%2:29:01::	200062866-v
irritate%2:29:00::	200063062-v
inflame%2:29:00::	200063328-v
inflame%2:29:01::	200063495-v
soothe%2:29:00::	200063687-v
relieve%2:29:00::	200063866-v
alleviate%2:29:00::	200063866-v
palliate%2:29:00::	200063866-v
assuage%2:29:00::	200063866-v
massage%2:29:00::	200064258-v
hurt%2:29:01::	200064414-v
indispose%2:29:00::	200064660-v
suffer%2:29:00::	200064841-v
hurt%2:29:02::	200064841-v
have%2:29:02::	200065141-v
be_well%2:29:00::	200065266-v
suffer%2:29:01::	200065410-v
sustain%2:29:00::	200065410-v
have%2:29:05::	200065410-v
get%2:29:11::	200065410-v
wail%2:29:00::	200065796-v
whimper%2:29:00::	200065796-v
mewl%2:29:00::	200065796-v
pule%2:29:00::	200065796-v
cry%2:29:00::	200065962-v
weep%2:29:00::	200065962-v
cry%2:29:02::	200066456-v
bawl%2:29:00::	200066633-v
tear%2:29:00::	200066748-v
sob%2:29:00::	200066900-v
snivel%2:29:01::	200067045-v
sniffle%2:29:01::	200067045-v
blubber%2:29:00::	200067045-v
blub%2:29:00::	200067045-v
snuffle%2:29:01::	200067045-v
sweat%2:29:00::	200067316-v
sudate%2:29:00::	200067316-v
perspire%2:29:00::	200067316-v
superfetate%2:29:00::	200067621-v
exude%2:29:00::	200067770-v
exudate%2:29:00::	200067770-v
transude%2:29:00::	200067770-v
ooze_out%2:29:00::	200067770-v
ooze%2:29:00::	200067770-v
distill%2:29:00::	200068238-v
distil%2:29:00::	200068238-v
reek%2:29:00::	200068398-v
fume%2:29:00::	200068398-v
transpire%2:29:00::	200068511-v
extravasate%2:29:00::	200068629-v
stream%2:29:00::	200068783-v
gum%2:29:00::	200068937-v
secrete%2:29:00::	200069066-v
release%2:29:00::	200069066-v
water%2:29:00::	200069341-v
swelter%2:29:00::	200069518-v
injure%2:29:00::	200069650-v
wound%2:29:00::	200069650-v
trample%2:29:00::	200070210-v
concuss%2:29:00::	200070404-v
calk%2:29:00::	200070507-v
trouble%2:29:00::	200070587-v
ail%2:29:01::	200070587-v
pain%2:29:00::	200070587-v
disagree_with%2:29:00::	200070808-v
torture%2:29:00::	200070949-v
excruciate%2:29:00::	200070949-v
torment%2:29:00::	200070949-v
rack%2:29:00::	200071300-v
martyr%2:29:00::	200071399-v
martyrize%2:29:00::	200071399-v
martyrise%2:29:00::	200071399-v
pull%2:29:00::	200071556-v
overstretch%2:29:00::	200071556-v
make%2:29:01::	200071765-v
urinate%2:29:00::	200071765-v
piddle%2:29:00::	200071765-v
puddle%2:29:00::	200071765-v
micturate%2:29:00::	200071765-v
piss%2:29:00::	200071765-v
pee%2:29:00::	200071765-v
pee-pee%2:29:00::	200071765-v
make_water%2:29:00::	200071765-v
relieve_oneself%2:29:00::	200071765-v
take_a_leak%2:29:00::	200071765-v
spend_a_penny%2:29:00::	200071765-v
wee%2:29:00::	200071765-v
wee-wee%2:29:00::	200071765-v
pass_water%2:29:00::	200071765-v
urinate%2:29:01::	200072339-v
wet%2:29:00::	200072483-v
stale%2:29:00::	200072650-v
excrete%2:29:00::	200072742-v
egest%2:29:00::	200072742-v
eliminate%2:29:00::	200072742-v
pass%2:29:00::	200072742-v
evacuate%2:29:00::	200073096-v
void%2:29:00::	200073096-v
empty%2:29:00::	200073096-v
suction%2:29:00::	200073337-v
purge%2:29:00::	200073566-v
stool%2:29:00::	200073791-v
defecate%2:29:00::	200073791-v
shit%2:29:00::	200073791-v
take_a_shit%2:29:00::	200073791-v
take_a_crap%2:29:00::	200073791-v
ca-ca%2:29:00::	200073791-v
crap%2:29:00::	200073791-v
make%2:29:00::	200073791-v
dung%2:29:00::	200074206-v
constipate%2:29:00::	200074311-v
bind%2:29:00::	200074311-v
obstipate%2:29:00::	200074483-v
shed_blood%2:29:00::	200074587-v
bleed%2:29:00::	200074587-v
hemorrhage%2:29:00::	200074587-v
tire%2:29:01::	200074774-v
wear_upon%2:29:00::	200074774-v
tire_out%2:29:00::	200074774-v
wear%2:29:03::	200074774-v
weary%2:29:00::	200074774-v
jade%2:29:01::	200074774-v
wear_out%2:29:00::	200074774-v
outwear%2:29:00::	200074774-v
wear_down%2:29:00::	200074774-v
fag_out%2:29:00::	200074774-v
fag%2:29:00::	200074774-v
fatigue%2:29:00::	200074774-v
exhaust%2:29:00::	200075174-v
wash_up%2:29:01::	200075174-v
beat%2:29:00::	200075174-v
tucker%2:29:00::	200075174-v
tucker_out%2:29:00::	200075174-v
frazzle%2:29:00::	200075461-v
play%2:29:04::	200075628-v
overtire%2:29:00::	200075751-v
overweary%2:29:00::	200075751-v
overfatigue%2:29:00::	200075751-v
tire%2:29:00::	200075867-v
pall%2:29:00::	200075867-v
weary%2:29:01::	200075867-v
fatigue%2:29:01::	200075867-v
jade%2:29:00::	200075867-v
vomit%2:29:00::	200076153-v
vomit_up%2:29:00::	200076153-v
purge%2:29:04::	200076153-v
cast%2:29:00::	200076153-v
sick%2:29:00::	200076153-v
cat%2:29:00::	200076153-v
be_sick%2:29:01::	200076153-v
disgorge%2:29:00::	200076153-v
